Symbol,영풍_시가(원),영풍_종가(원),영풍_거래량(주),영풍_PER(IFRS-연결),영풍_순매수수량(개인)(주),영풍_순매수수량(기관계)(주),영풍_순매수수량(외국인계)(주)
2009-05-29,423500.0,416500.0,10608.0,5.43,237,-156,-86
2009-06-01,419500.0,420500.0,513.0,5.49,206,-230,29
2009-06-02,426500.0,442000.0,1601.0,5.77,143,-193,43
2009-06-03,443000.0,436000.0,888.0,5.69,63,46,-99
2009-06-04,430000.0,422000.0,868.0,5.51,70,-230,170
2009-06-05,421500.0,426000.0,775.0,5.56,26,57,-74
2009-06-08,423000.0,437000.0,618.0,5.7,-180,75,106
2009-06-09,442000.0,440000.0,762.0,5.74,-197,-60,269
2009-06-10,434000.0,448000.0,1697.0,5.84,-130,-464,592
2009-06-11,448000.0,445000.0,2107.0,5.81,-525,-93,624
2009-06-12,444000.0,450000.0,909.0,5.87,-290,-250,549
2009-06-15,447500.0,442000.0,862.0,5.77,399,-502,109
2009-06-16,444500.0,444500.0,375.0,5.8,-62,-150,214
2009-06-17,446500.0,439000.0,277.0,5.73,191,-39,-152
2009-06-18,445000.0,439000.0,216.0,5.73,-34,-105,142
2009-06-19,451500.0,443500.0,263.0,5.79,-107,-26,133
2009-06-22,437000.0,450000.0,277.0,5.87,-131,-23,157
2009-06-23,446500.0,439500.0,3696.0,5.73,175,-117,-54
2009-06-24,442000.0,426000.0,659.0,5.56,288,-445,158
2009-06-25,424000.0,450000.0,709.0,5.87,-456,80,376
2009-06-26,439500.0,450000.0,5196.0,5.87,-22,4952,70
2009-06-29,452500.0,453000.0,240.0,5.91,-133,73,60
2009-06-30,454500.0,458500.0,839.0,5.98,-478,229,247
2009-07-01,455500.0,450500.0,281.0,5.88,-73,52,21
2009-07-02,450500.0,440000.0,434.0,5.74,209,-165,-44
2009-07-03,433500.0,442500.0,466.0,5.77,-106,126,-20
2009-07-06,439000.0,445000.0,184.0,5.81,10,-5,-5
2009-07-07,438500.0,468000.0,825.0,6.11,-471,489,-18
2009-07-08,469000.0,466000.0,220.0,6.08,-90,110,-20
2009-07-09,466000.0,457000.0,711.0,5.96,79,-253,176
2009-07-10,451000.0,460500.0,219.0,6.01,-48,77,-29
2009-07-13,460500.0,439000.0,473.0,5.73,238,-264,26
2009-07-14,439500.0,444000.0,326.0,5.79,-21,-15,36
2009-07-15,443000.0,452000.0,214.0,5.9,-45,5,40
2009-07-16,452500.0,452000.0,474.0,5.9,87,-9,-78
2009-07-17,462000.0,460000.0,122.0,6.0,-59,46,13
2009-07-20,464000.0,465000.0,221.0,6.07,-143,130,13
2009-07-21,463500.0,465000.0,199.0,6.07,-91,91,0
2009-07-22,461000.0,457500.0,215.0,5.97,77,-77,0
2009-07-23,452500.0,465000.0,336.0,6.07,-146,221,-75
2009-07-24,455000.0,470000.0,274.0,6.13,-93,125,-32
2009-07-27,478000.0,477000.0,2832.0,6.22,-201,103,98
2009-07-28,478000.0,481000.0,369.0,6.28,-30,30,0
2009-07-29,481000.0,481500.0,4311.0,6.28,-240,234,7
2009-07-30,481500.0,479000.0,3212.0,6.25,12,60,-20
2009-07-31,479000.0,482000.0,3324.0,6.29,-84,71,44
2009-08-03,482000.0,478500.0,3322.0,6.24,134,-81,-25
2009-08-04,474000.0,482000.0,3643.0,6.29,103,-139,16
2009-08-05,482000.0,476000.0,3282.0,6.21,-133,51,59
2009-08-06,475500.0,475000.0,3336.0,6.2,-135,100,-2000
2009-08-07,475000.0,477000.0,3309.0,6.22,79,-144,-2935
2009-08-10,473000.0,480000.0,3320.0,6.26,-70,43,-2973
2009-08-11,480000.0,490500.0,3863.0,6.4,-136,-60,-2804
2009-08-12,500000.0,483000.0,177.0,6.3,19,-3,-13
2009-08-13,485500.0,483000.0,370.0,6.3,193,-210,17
2009-08-14,480500.0,482000.0,268.0,6.29,-52,22,30
2009-08-17,491500.0,460000.0,221.0,6.0,137,-60,-77
2009-08-18,459000.0,461500.0,508.0,6.02,-122,236,-118
2009-08-19,461500.0,460000.0,366.0,6.0,152,-103,-46
2009-08-20,454500.0,462500.0,257.0,6.03,-69,95,-26
2009-08-21,464000.0,463500.0,392.0,6.05,171,-171,0
2009-08-24,463500.0,467500.0,817.0,6.1,-9,397,-388
2009-08-25,465000.0,459000.0,189.0,5.99,57,-30,-27
2009-08-26,460500.0,465000.0,163.0,6.07,-49,4,45
2009-08-27,468000.0,466000.0,241.0,6.08,-53,-6,59
2009-08-28,469000.0,461500.0,126.0,6.02,26,-28,2
2009-08-31,456500.0,453500.0,254.0,5.92,-17,-24,41
2009-09-01,454000.0,456500.0,464.0,5.96,162,119,-281
2009-09-02,448500.0,452000.0,357.0,5.9,-49,-5,50
2009-09-03,452000.0,468000.0,291.0,6.11,-162,87,75
2009-09-04,480000.0,473500.0,386.0,6.18,-36,38,-1
2009-09-07,474000.0,478000.0,359.0,6.24,-6,43,-40
2009-09-08,482500.0,480500.0,196.0,6.27,-32,31,1
2009-09-09,490000.0,512000.0,1624.0,6.68,236,-152,58
2009-09-10,511000.0,539000.0,1068.0,7.03,-395,285,104
2009-09-11,526000.0,531000.0,379.0,6.93,-74,-39,113
2009-09-14,523000.0,542000.0,666.0,7.07,-136,93,50
2009-09-15,543000.0,509000.0,552.0,6.64,103,-123,26
2009-09-16,516000.0,546000.0,651.0,7.12,-174,144,29
2009-09-17,546000.0,534000.0,834.0,6.97,-86,83,4
2009-09-18,528000.0,536000.0,649.0,6.99,-117,-240,358
2009-09-21,536000.0,550000.0,749.0,7.18,-129,-13,142
2009-09-22,546000.0,546000.0,333.0,7.12,7,-104,100
2009-09-23,574000.0,552000.0,510.0,7.2,21,-20,-1
2009-09-24,558000.0,537000.0,344.0,7.01,-161,65,92
2009-09-25,532000.0,521000.0,703.0,6.8,77,-54,-23
2009-09-28,516000.0,534000.0,652.0,6.97,-95,74,21
2009-09-29,520000.0,551000.0,675.0,7.19,-152,129,30
2009-09-30,551000.0,552000.0,480.0,7.2,-119,177,-60
2009-10-01,560000.0,552000.0,840.0,7.2,-64,101,-44
2009-10-05,560000.0,528000.0,696.0,6.89,61,-147,84
2009-10-06,550000.0,542000.0,363.0,7.07,-119,39,80
2009-10-07,557000.0,559000.0,890.0,7.29,-25,-20,45
2009-10-08,561000.0,582000.0,1485.0,7.59,72,116,-178
2009-10-09,578000.0,584000.0,867.0,7.62,155,-198,80
2009-10-12,595000.0,575000.0,352.0,7.5,23,-21,-2
2009-10-13,575000.0,558000.0,368.0,7.28,62,-45,-15
2009-10-14,567000.0,576000.0,420.0,7.51,-150,63,84
2009-10-15,572000.0,578000.0,445.0,7.54,124,-59,-65
2009-10-16,571000.0,584000.0,429.0,7.62,-245,28,217
2009-10-19,579000.0,585000.0,476.0,7.63,47,-140,93
2009-10-20,589000.0,594000.0,317.0,7.75,-21,-29,50
2009-10-21,588000.0,582000.0,273.0,7.59,-16,-65,81
2009-10-22,576000.0,586000.0,195.0,7.65,-3,-12,15
2009-10-23,582000.0,581000.0,259.0,7.58,37,-70,33
2009-10-26,581000.0,590000.0,334.0,7.7,-113,67,44
2009-10-27,585000.0,599000.0,1150.0,7.81,-181,444,-263
2009-10-28,592000.0,585000.0,532.0,7.63,-46,148,9
2009-10-29,600000.0,566000.0,454.0,7.38,-50,-23,79
2009-10-30,570000.0,580000.0,521.0,7.57,-208,165,46
2009-11-02,580000.0,583000.0,295.0,7.61,-83,90,-9
2009-11-03,582000.0,580000.0,223.0,7.57,-30,-27,57
2009-11-04,592000.0,571000.0,223.0,7.45,83,-77,6
2009-11-05,573000.0,555000.0,216.0,7.24,129,-27,-102
2009-11-06,563000.0,550000.0,178.0,7.18,67,8,-61
2009-11-09,556000.0,558000.0,224.0,7.28,-88,92,-4
2009-11-10,561000.0,550000.0,446.0,7.18,151,170,-321
2009-11-11,564000.0,554000.0,244.0,7.23,-41,172,-131
2009-11-12,556000.0,557000.0,236.0,7.27,-43,-4,40
2009-11-13,557000.0,566000.0,217.0,7.38,-38,51,-13
2009-11-16,584000.0,576000.0,179.0,7.51,-31,99,-15
2009-11-17,573000.0,565000.0,215.0,7.37,143,-59,-23
2009-11-18,565000.0,560000.0,903.0,7.31,178,7,-314
2009-11-19,556000.0,562000.0,385.0,7.33,-23,-12,36
2009-11-20,559000.0,548000.0,329.0,7.15,216,-205,-13
2009-11-23,544000.0,575000.0,1351.0,7.5,181,28,-16
2009-11-24,570000.0,576000.0,209.0,7.51,14,-28,39
2009-11-25,585000.0,569000.0,288.0,7.42,77,1,52
2009-11-26,568000.0,561000.0,236.0,7.32,49,-2,18
2009-11-27,552000.0,538000.0,292.0,7.02,73,-80,6
2009-11-30,535000.0,540000.0,30944.0,7.05,105,-211,109
2009-12-01,536000.0,549000.0,337.0,7.16,2,-15,10
2009-12-02,548000.0,540000.0,271.0,7.05,95,-23,-81
2009-12-03,539000.0,544000.0,225.0,7.1,-56,38,-6
2009-12-04,544000.0,549000.0,199.0,7.16,-85,80,-2
2009-12-07,543000.0,545000.0,175.0,7.11,-2,-27,-9
2009-12-08,534000.0,545000.0,295.0,7.11,-37,73,53
2009-12-09,550000.0,548000.0,526.0,7.15,-56,55,152
2009-12-10,550000.0,530000.0,1814.0,6.91,-36,663,-490
2009-12-11,534000.0,534000.0,699.0,6.97,24,357,-18
2009-12-14,534000.0,545000.0,647.0,7.11,-16,-171,350
2009-12-15,545000.0,538000.0,412.0,7.02,59,-124,249
2009-12-16,539000.0,546000.0,709.0,7.12,-60,-155,392
2009-12-17,541000.0,536000.0,200.0,6.99,74,-88,37
2009-12-18,537000.0,530000.0,236.0,6.91,12,18,-14
2009-12-21,532000.0,536000.0,390.0,6.99,-4,-84,86
2009-12-22,545000.0,539000.0,148.0,7.03,-75,39,27
2009-12-23,549000.0,536000.0,113.0,6.99,-42,20,22
2009-12-24,528000.0,553000.0,590.0,7.21,-404,198,223
2009-12-28,540000.0,536000.0,1185.0,6.99,289,-327,198
2009-12-29,536000.0,569000.0,323.0,7.42,-97,155,-58
2009-12-30,551000.0,569000.0,548.0,7.42,-230,276,-48
2010-01-04,573000.0,569000.0,84.0,7.29,-39,15,28
2010-01-05,565000.0,550000.0,308.0,7.04,53,-151,103
2010-01-06,553000.0,537000.0,319.0,6.88,50,-84,34
2010-01-07,542000.0,535000.0,326.0,6.85,37,-124,82
2010-01-08,544000.0,533000.0,268.0,6.83,67,-107,46
2010-01-11,534000.0,530000.0,163.0,6.79,60,-31,-27
2010-01-12,525000.0,528000.0,214.0,6.76,106,-101,0
2010-01-13,530000.0,521000.0,297.0,6.67,121,-54,-65
2010-01-14,522000.0,521000.0,1035.0,6.67,14,607,-629
2010-01-15,521000.0,519000.0,194.0,6.65,-80,92,-10
2010-01-18,508000.0,519000.0,426.0,6.65,-41,74,-30
2010-01-19,516000.0,516000.0,322.0,6.61,-3,5,3
2010-01-20,520000.0,516000.0,452.0,6.61,28,37,-64
2010-01-21,513000.0,519000.0,188.0,6.65,-87,72,3
2010-01-22,527000.0,508000.0,894.0,6.51,-40,444,-393
2010-01-25,519000.0,517000.0,240.0,6.62,-165,182,-15
2010-01-26,518000.0,518000.0,472.0,6.63,-112,275,-163
2010-01-27,525000.0,518000.0,344.0,6.63,-210,213,-10
2010-01-28,517000.0,502000.0,322.0,6.43,220,-126,-88
2010-01-29,502000.0,488500.0,242.0,6.26,141,-57,-84
2010-02-01,481500.0,481500.0,223.0,6.17,69,-26,-44
2010-02-02,482000.0,485000.0,881.0,6.21,9,240,-247
2010-02-03,485500.0,485000.0,376.0,6.21,6,64,-70
2010-02-04,497000.0,480000.0,414.0,6.15,55,50,-105
2010-02-05,476000.0,476000.0,406.0,6.1,-94,63,29
2010-02-08,475000.0,466000.0,2031.0,5.97,-81,144,-65
2010-02-09,462000.0,466500.0,1540.0,5.98,19,1455,-1470
2010-02-10,467500.0,456000.0,556.0,5.84,216,153,-368
2010-02-11,474000.0,467000.0,109.0,5.98,11,6,-17
2010-02-12,460000.0,463500.0,820.0,5.94,184,184,-368
2010-02-16,458000.0,476500.0,207.0,6.1,-118,105,6
2010-02-17,476500.0,482500.0,277.0,6.18,-153,61,89
2010-02-18,482500.0,490000.0,136.0,6.28,-60,69,-9
2010-02-19,490000.0,490000.0,290.0,6.28,-180,226,-41
2010-02-22,490500.0,514000.0,461.0,6.58,-277,147,113
2010-02-23,514000.0,514000.0,446.0,6.58,-258,285,-29
2010-02-24,514000.0,516000.0,468.0,6.61,-88,222,-85
2010-02-25,516000.0,516000.0,794.0,6.61,-141,139,8
2010-02-26,510000.0,524000.0,192.0,6.71,-122,3,-7
2010-03-02,524000.0,539000.0,530.0,6.9,-362,188,50
2010-03-03,539000.0,548000.0,782.0,7.02,-328,111,111
2010-03-04,549000.0,532000.0,304.0,6.81,-11,-104,93
2010-03-05,537000.0,548000.0,292.0,7.02,-46,-111,48
2010-03-08,548000.0,553000.0,19225.0,7.08,-147,90,56
2010-03-09,553000.0,554000.0,86.0,7.1,-58,29,27
2010-03-10,554000.0,591000.0,1065.0,7.57,-482,218,258
2010-03-11,608000.0,605000.0,713.0,7.75,-287,113,117
2010-03-12,610000.0,695000.0,1464.0,8.9,-567,195,358
2010-03-15,709000.0,624000.0,2113.0,7.99,531,-295,-73
2010-03-16,635000.0,656000.0,831.0,8.4,3,9,178
2010-03-17,661000.0,695000.0,803.0,8.9,-86,-28,301
2010-03-18,682000.0,674000.0,762.0,8.63,-49,15,56
2010-03-19,674000.0,686000.0,379.0,8.79,-118,-4,155
2010-03-22,692000.0,661000.0,393.0,8.47,70,-9,-18
2010-03-23,654000.0,660000.0,357.0,8.45,-91,-34,87
2010-03-24,679000.0,657000.0,256.0,8.42,-138,31,107
2010-03-25,666000.0,661000.0,113.0,8.47,-22,50,29
2010-03-26,653000.0,649000.0,232.0,8.31,88,-9,-39
2010-03-29,648000.0,645000.0,172.0,8.26,-36,24,12
2010-03-30,652000.0,630000.0,624.0,8.07,171,-245,64
2010-03-31,638000.0,640000.0,283.0,8.2,41,-5,-54
2010-04-01,649000.0,640000.0,724.0,8.2,-86,22,-166
2010-04-02,628000.0,636000.0,794.0,8.15,136,286,-366
2010-04-05,637000.0,650000.0,305.0,8.33,-122,-31,97
2010-04-06,649000.0,653000.0,246.0,8.36,-37,-6,41
2010-04-07,660000.0,677000.0,599.0,8.67,-113,-72,183
2010-04-08,680000.0,689000.0,456.0,8.82,-112,-1,123
2010-04-09,684000.0,660000.0,236.0,8.45,4,-6,2
2010-04-12,653000.0,664000.0,234.0,8.5,-69,13,40
2010-04-13,656000.0,646000.0,173.0,8.27,34,-34,0
2010-04-14,653000.0,659000.0,311.0,8.44,12,45,-55
2010-04-15,651000.0,652000.0,169.0,8.35,24,-19,21
2010-04-16,643000.0,653000.0,378.0,8.36,63,-79,42
2010-04-19,670000.0,647000.0,138.0,8.29,39,-36,-5
2010-04-20,647000.0,654000.0,86.0,8.38,12,1,1
2010-04-21,660000.0,654000.0,176.0,8.38,-49,-10,49
2010-04-22,645000.0,645000.0,461.0,8.26,147,-75,-56
2010-04-23,648000.0,646000.0,196.0,8.27,-12,1,13
2010-04-26,640000.0,646000.0,234.0,8.27,-27,-44,45
2010-04-27,641000.0,641000.0,1677.0,8.21,-7,-1531,26
2010-04-28,646000.0,620000.0,1458.0,7.94,241,28,-221
2010-04-29,622000.0,601000.0,975.0,7.7,336,295,-637
2010-04-30,598000.0,602000.0,549.0,7.71,220,186,-404
2010-05-03,598000.0,605000.0,611.0,7.75,-39,187,-184
2010-05-04,605000.0,598000.0,172.0,7.66,49,23,-40
2010-05-06,594000.0,565000.0,524.0,7.24,248,38,-274
2010-05-07,566000.0,529000.0,1631.0,6.78,577,11,-680
2010-05-10,529000.0,541000.0,703.0,6.93,154,-17,-110
2010-05-11,544000.0,535000.0,1541.0,6.85,163,1031,-1203
2010-05-12,540000.0,551000.0,2668.0,7.06,-228,2392,-2216
2010-05-13,548000.0,547000.0,781.0,7.01,561,3,-515
2010-05-14,543000.0,537000.0,1470.0,6.88,169,300,-879
2010-05-17,525000.0,528000.0,1051.0,6.76,109,-118,-372
2010-05-18,525000.0,528000.0,766.0,6.76,-224,186,-299
2010-05-19,523000.0,515000.0,771.0,6.6,380,-18,-457
2010-05-20,503000.0,509000.0,614.0,6.52,130,71,-391
2010-05-24,522000.0,515000.0,265.0,6.6,8,87,-142
2010-05-25,506000.0,507000.0,699.0,6.49,-79,166,-226
2010-05-26,501000.0,500000.0,395.0,6.4,-68,0,-68
2010-05-27,496000.0,500000.0,1820.0,6.4,388,716,-1411
2010-05-28,504000.0,494000.0,735.0,6.33,309,-70,-256
2010-05-31,494500.0,498000.0,34271.0,6.38,-28,-91,-164
2010-06-01,497500.0,490000.0,1267.0,6.28,387,6,-981
2010-06-03,486000.0,497000.0,682.0,6.37,88,-421,73
2010-06-04,493500.0,500000.0,1281.0,6.4,53,903,-958
2010-06-07,498000.0,500000.0,1115.0,6.4,-89,876,-814
2010-06-08,511000.0,509000.0,181.0,6.52,-49,38,1
2010-06-09,508000.0,510000.0,734.0,6.53,158,41,-258
2010-06-10,515000.0,510000.0,1988.0,6.53,-220,96,88
2010-06-11,515000.0,527000.0,711.0,6.75,-260,-44,143
2010-06-14,530000.0,565000.0,1472.0,7.24,-612,569,40
2010-06-15,565000.0,555000.0,331.0,7.11,15,-92,-11
2010-06-16,556000.0,555000.0,342.0,7.11,-28,-160,38
2010-06-17,555000.0,564000.0,293.0,7.22,-144,18,80
2010-06-18,566000.0,568000.0,752.0,7.28,86,-307,133
2010-06-21,568000.0,593000.0,1051.0,7.6,-357,-1,121
2010-06-22,583000.0,588000.0,359.0,7.53,-45,19,26
2010-06-23,588000.0,587000.0,303.0,7.52,-94,59,34
2010-06-24,584000.0,594000.0,682.0,7.61,-184,-135,286
2010-06-25,592000.0,593000.0,3252.0,7.6,-101,-2243,-207
2010-06-28,598000.0,577000.0,421.0,7.39,116,-19,-120
2010-06-29,588000.0,578000.0,214.0,7.4,-49,45,2
2010-06-30,565000.0,567000.0,391.0,7.26,-41,139,-146
2010-07-01,568000.0,573000.0,518.0,7.34,22,187,-195
2010-07-02,571000.0,563000.0,330.0,7.21,95,-83,-5
2010-07-05,558000.0,555000.0,239.0,7.11,16,35,-49
2010-07-06,555000.0,530000.0,821.0,6.79,502,73,-615
2010-07-07,531000.0,543000.0,612.0,6.95,81,158,-236
2010-07-08,542000.0,548000.0,248.0,7.02,-17,30,-68
2010-07-09,549000.0,548000.0,376.0,7.02,49,-26,-43
2010-07-12,550000.0,554000.0,169.0,7.1,3,14,-3
2010-07-13,564000.0,560000.0,350.0,7.17,0,-28,-20
2010-07-14,568000.0,574000.0,502.0,7.35,-222,-82,315
2010-07-15,575000.0,578000.0,385.0,7.4,6,-177,171
2010-07-16,580000.0,589000.0,560.0,7.54,-246,-77,323
2010-07-19,587000.0,572000.0,265.0,7.33,103,-82,44
2010-07-20,562000.0,573000.0,1416.0,7.34,126,-79,25
2010-07-21,573000.0,586000.0,1178.0,7.51,-340,662,-93
2010-07-22,598000.0,597000.0,640.0,7.65,-220,-62,212
2010-07-23,600000.0,629000.0,1656.0,8.06,-530,486,57
2010-07-26,631000.0,620000.0,643.0,7.94,288,-341,74
2010-07-27,622000.0,606000.0,342.0,7.76,-15,-36,74
2010-07-28,619000.0,620000.0,294.0,7.94,-89,-32,63
2010-07-29,630000.0,623000.0,244.0,7.98,-57,-55,111
2010-07-30,616000.0,600000.0,496.0,7.69,-4,-284,288
2010-08-02,595000.0,617000.0,224.0,7.9,-102,-61,163
2010-08-03,610000.0,620000.0,155.0,7.94,-50,-3,51
2010-08-04,617000.0,632000.0,452.0,8.09,-194,59,137
2010-08-05,641000.0,645000.0,460.0,8.26,-44,-95,130
2010-08-06,637000.0,630000.0,456.0,8.07,50,-300,250
2010-08-09,631000.0,644000.0,217.0,8.25,73,-94,7
2010-08-10,644000.0,637000.0,221.0,8.16,33,-85,69
2010-08-11,637000.0,634000.0,309.0,8.12,29,-22,45
2010-08-12,630000.0,616000.0,674.0,7.89,-1,-166,235
2010-08-13,616000.0,610000.0,578.0,7.81,84,86,-164
2010-08-16,610000.0,596000.0,487.0,7.63,90,11,-265
2010-08-17,597000.0,613000.0,455.0,7.85,33,-94,2
2010-08-18,616000.0,620000.0,306.0,7.94,104,-25,-64
2010-08-19,611000.0,623000.0,304.0,7.98,43,-118,-12
2010-08-20,628000.0,628000.0,292.0,8.04,-157,130,24
2010-08-23,639000.0,638000.0,284.0,8.17,-60,-11,79
2010-08-24,645000.0,627000.0,282.0,8.03,26,-50,81
2010-08-25,625000.0,620000.0,256.0,7.94,120,-88,-33
2010-08-26,612000.0,617000.0,130.0,7.9,5,-2,19
2010-08-27,621000.0,605000.0,604.0,7.75,251,-141,-44
2010-08-30,601000.0,616000.0,481.0,7.89,164,-176,-15
2010-08-31,601000.0,599000.0,410.0,7.67,148,-119,-7
2010-09-01,600000.0,615000.0,720.0,7.88,-365,147,95
2010-09-02,615000.0,613000.0,242.0,7.85,-77,-13,78
2010-09-03,614000.0,627000.0,468.0,8.03,-211,-9,127
2010-09-06,620000.0,633000.0,617.0,8.11,-271,216,55
2010-09-07,630000.0,638000.0,377.0,8.17,7,-78,34
2010-09-08,630000.0,630000.0,397.0,8.07,58,-26,-35
2010-09-09,641000.0,617000.0,591.0,7.9,214,23,-172
2010-09-10,618000.0,644000.0,533.0,8.25,-298,-20,313
2010-09-13,644000.0,654000.0,582.0,8.38,-145,-33,178
2010-09-14,648000.0,652000.0,911.0,8.35,-15,-96,30
2010-09-15,646000.0,660000.0,1099.0,8.45,20,167,-93
2010-09-16,652000.0,656000.0,789.0,8.4,66,188,-224
2010-09-17,645000.0,622000.0,2475.0,7.97,1667,-794,-873
2010-09-20,620000.0,617000.0,331.0,7.9,-5,-42,94
2010-09-24,619000.0,633000.0,475.0,8.11,-241,74,167
2010-09-27,633000.0,644000.0,922.0,8.25,102,-357,238
2010-09-28,643000.0,647000.0,341.0,8.29,-107,27,69
2010-09-29,650000.0,672000.0,1274.0,8.61,307,-398,215
2010-09-30,684000.0,688000.0,708.0,8.81,92,-125,215
2010-10-01,688000.0,678000.0,519.0,8.68,-49,-11,73
2010-10-04,673000.0,675000.0,5487.0,8.65,-15,-879,976
2010-10-05,689000.0,689000.0,461.0,8.82,-79,-49,123
2010-10-06,690000.0,681000.0,348.0,8.72,125,-83,-6
2010-10-07,682000.0,687000.0,157.0,8.8,-46,-10,50
2010-10-08,685000.0,720000.0,594.0,9.22,-351,329,85
2010-10-11,730000.0,712000.0,481.0,9.12,-262,220,56
2010-10-12,726000.0,699000.0,10268.0,8.95,18,-7,-9945
2010-10-13,716000.0,713000.0,10560.0,9.13,-316,267,-9921
2010-10-14,721000.0,707000.0,168.0,9.06,-80,-6,44
2010-10-15,704000.0,690000.0,627.0,8.84,238,-439,199
2010-10-18,693000.0,694000.0,331.0,8.89,-104,-10,198
2010-10-19,690000.0,694000.0,372.0,8.89,-67,54,37
2010-10-20,684000.0,684000.0,370.0,8.76,1,-5,-38
2010-10-21,686000.0,670000.0,380.0,8.58,220,-96,-65
2010-10-22,663000.0,700000.0,481.0,8.97,-296,254,-2
2010-10-25,710000.0,696000.0,10496.0,8.91,-180,48,72
2010-10-26,695000.0,694000.0,865.0,8.89,-286,217,89
2010-10-27,691000.0,690000.0,602.0,8.84,240,-75,-78
2010-10-28,682000.0,675000.0,272.0,8.65,72,-130,45
2010-10-29,677000.0,655000.0,670.0,8.39,462,16,-461
2010-11-01,656000.0,693000.0,603.0,8.88,-326,392,-103
2010-11-02,715000.0,677000.0,350.0,8.67,207,-66,-104
2010-11-03,675000.0,687000.0,331.0,8.8,-150,6,64
2010-11-04,681000.0,676000.0,108.0,8.66,11,-21,2
2010-11-05,680000.0,693000.0,511.0,8.88,-165,-67,166
2010-11-08,693000.0,687000.0,398.0,8.8,127,-182,67
2010-11-09,687000.0,699000.0,1247.0,8.95,-667,0,251
2010-11-10,704000.0,802000.0,3065.0,10.27,-494,-94,666
2010-11-11,826000.0,747000.0,3039.0,9.57,-332,1119,-951
2010-11-12,763000.0,790000.0,1662.0,10.12,-790,687,100
2010-11-15,771000.0,755000.0,505.0,9.67,138,-141,32
2010-11-16,758000.0,758000.0,475.0,9.71,76,-68,136
2010-11-17,765000.0,745000.0,1708.0,9.54,110,41,-402
2010-11-18,738000.0,746000.0,1480.0,9.56,-80,250,-193
2010-11-19,748000.0,760000.0,945.0,9.73,199,143,-165
2010-11-22,789000.0,760000.0,1750.0,9.73,-87,674,-14
2010-11-23,763000.0,789000.0,1869.0,10.11,-835,837,-31
2010-11-24,783000.0,790000.0,1128.0,10.12,-245,277,-114
2010-11-25,826000.0,797000.0,709.0,10.21,-22,200,-237
2010-11-26,798000.0,804000.0,263.0,10.3,-133,13,-46
2010-11-29,810000.0,818000.0,941.0,10.48,-152,-1,-30
2010-11-30,860000.0,810000.0,10277.0,10.37,43,-177,139
2010-12-01,810000.0,801000.0,350.0,10.26,114,13,-125
2010-12-02,801000.0,823000.0,538.0,10.54,-134,152,41
2010-12-03,825000.0,810000.0,730.0,10.37,117,-127,3
2010-12-06,802000.0,803000.0,525.0,10.29,92,-100,-4
2010-12-07,806000.0,795000.0,700.0,10.18,59,-50,-2
2010-12-08,788000.0,781000.0,950.0,10.0,-49,25,92
2010-12-09,789000.0,803000.0,1128.0,10.29,-268,-216,407
2010-12-10,803000.0,795000.0,165.0,10.18,71,-41,-33
2010-12-13,786000.0,793000.0,160.0,10.16,22,-29,6
2010-12-14,787000.0,791000.0,328.0,10.13,43,93,-16
2010-12-15,788000.0,789000.0,183.0,10.11,120,-66,9
2010-12-16,783000.0,783000.0,372.0,10.03,33,-99,28
2010-12-17,783000.0,800000.0,287.0,10.25,-109,-1,120
2010-12-20,793000.0,800000.0,643.0,10.25,-123,232,-105
2010-12-21,791000.0,802000.0,310.0,10.27,6,-105,20
2010-12-22,802000.0,797000.0,126.0,10.21,23,-21,-4
2010-12-23,797000.0,783000.0,235.0,10.03,75,-128,1
2010-12-24,778000.0,796000.0,69.0,10.2,-52,7,32
2010-12-27,797000.0,799000.0,169.0,10.23,-137,17,83
2010-12-28,781000.0,827000.0,466.0,10.59,-401,183,213
2010-12-29,817000.0,809000.0,177.0,10.36,39,11,-46
2010-12-30,805000.0,857000.0,552.0,10.98,-235,129,115
2011-01-03,862000.0,860000.0,149.0,7.0,-48,76,-16
2011-01-04,863000.0,850000.0,616.0,6.92,-183,373,-59
2011-01-05,845000.0,828000.0,180.0,6.74,60,-87,-25
2011-01-06,827000.0,858000.0,431.0,6.98,-138,-72,229
2011-01-07,858000.0,845000.0,633.0,6.88,-300,316,-58
2011-01-10,846000.0,870000.0,249.0,7.08,-116,71,0
2011-01-11,880000.0,933000.0,894.0,7.59,-230,340,-63
2011-01-12,929000.0,885000.0,439.0,7.2,273,-222,47
2011-01-13,885000.0,854000.0,1357.0,6.95,330,8,-111
2011-01-14,858000.0,853000.0,546.0,6.94,216,-13,-200
2011-01-17,852000.0,833000.0,470.0,6.78,254,-22,-173
2011-01-18,834000.0,851000.0,2100.0,6.93,-857,1022,-172
2011-01-19,846000.0,863000.0,551.0,7.02,-126,220,-126
2011-01-20,863000.0,845000.0,503.0,6.88,77,149,-192
2011-01-21,850000.0,850000.0,608.0,6.92,-216,251,-36
2011-01-24,838000.0,850000.0,504.0,6.92,60,-44,-30
2011-01-25,850000.0,842000.0,733.0,6.85,119,-134,-36
2011-01-26,837000.0,835000.0,417.0,6.8,81,-146,19
2011-01-27,828000.0,823000.0,625.0,6.7,110,27,-54
2011-01-28,821000.0,813000.0,494.0,6.62,85,-102,23
2011-01-31,819000.0,818000.0,664.0,6.66,43,-203,-62
2011-02-01,801000.0,786000.0,733.0,6.4,560,-440,-31
