Symbol,·Ôµ¥Ä¥¼º_½Ã°¡(¿ø),·Ôµ¥Ä¥¼º_Á¾°¡(¿ø),·Ôµ¥Ä¥¼º_°Å·¡·®(ÁÖ),·Ôµ¥Ä¥¼º_PER(IFRS-¿¬°á),·Ôµ¥Ä¥¼º_¼ø¸Å¼ö¼ö·®(°³ÀÎ)(ÁÖ),·Ôµ¥Ä¥¼º_¼ø¸Å¼ö¼ö·®(±â°ü°è)(ÁÖ),·Ôµ¥Ä¥¼º_¼ø¸Å¼ö¼ö·®(¿Ü±¹ÀÎ°è)(ÁÖ)
2005-01-25,890000.0,874000.0,674.0,9.75,379,-195,-194
2005-01-26,876000.0,883000.0,463.0,9.85,-262,265,-11
2005-01-27,875000.0,876000.0,333.0,9.77,12,129,-134
2005-01-28,870000.0,877000.0,264.0,9.78,-39,49,-30
2005-01-31,894000.0,900000.0,971.0,10.04,-270,353,-156
2005-02-01,895000.0,898000.0,549.0,10.02,7,-290,319
2005-02-02,900000.0,892000.0,308.0,9.95,84,-163,111
2005-02-03,883000.0,888000.0,594.0,9.91,-39,-179,276
2005-02-04,898000.0,915000.0,1299.0,10.21,58,-290,281
2005-02-07,915000.0,943000.0,1336.0,10.52,-413,-571,1004
2005-02-11,943000.0,940000.0,1040.0,10.49,-12,-225,252
2005-02-14,969000.0,960000.0,3659.0,10.71,-226,580,-348
2005-02-15,967000.0,950000.0,1191.0,10.6,-10,-218,182
2005-02-16,950000.0,970000.0,330.0,10.82,13,-101,9
2005-02-17,973000.0,956000.0,370.0,10.67,63,-40,-22
2005-02-18,944000.0,969000.0,389.0,10.81,45,105,-150
2005-02-21,961000.0,931000.0,1455.0,10.39,416,-846,611
2005-02-22,930000.0,932000.0,693.0,10.4,50,-478,511
2005-02-23,940000.0,935000.0,362.0,10.43,-109,49,100
2005-02-24,925000.0,940000.0,1257.0,10.49,46,255,-290
2005-02-25,937000.0,971000.0,2027.0,10.83,-283,58,252
2005-02-28,971000.0,988000.0,956.0,11.02,-116,-409,563
2005-03-02,975000.0,1082000.0,1299.0,12.07,-246,-205,712
2005-03-03,1064000.0,1071000.0,1071.0,11.95,80,136,-136
2005-03-04,1100000.0,1060000.0,903.0,11.83,-44,61,-16
2005-03-07,1053000.0,1009000.0,1594.0,11.26,110,-91,11
2005-03-08,1009000.0,980000.0,3288.0,10.93,-27,137,-158
2005-03-09,990000.0,980000.0,2316.0,10.93,598,312,-890
2005-03-10,985000.0,955000.0,3851.0,10.65,299,318,43
2005-03-11,956000.0,973000.0,2092.0,10.86,-81,483,-637
2005-03-14,974000.0,970000.0,881.0,10.82,247,-254,-4
2005-03-15,971000.0,965000.0,790.0,10.77,101,-502,445
2005-03-16,968000.0,994000.0,2875.0,11.09,-50,337,-333
2005-03-17,1000000.0,990000.0,1446.0,11.05,-39,179,-192
2005-03-18,1000000.0,990000.0,935.0,11.05,-275,500,-353
2005-03-21,968000.0,970000.0,10698.0,10.82,-76,-9265,9331
2005-03-22,980000.0,968000.0,1211.0,10.8,-255,54,161
2005-03-23,979000.0,985000.0,532.0,10.99,-103,-136,209
2005-03-24,985000.0,999000.0,1483.0,11.15,-165,466,-354
2005-03-25,1030000.0,1003000.0,439.0,11.19,-125,156,-26
2005-03-28,1010000.0,1020000.0,1214.0,11.38,-7,211,-224
2005-03-29,1004000.0,978000.0,1298.0,10.91,279,-554,300
2005-03-30,984000.0,981000.0,484.0,10.94,-59,12,31
2005-03-31,997000.0,1006000.0,635.0,11.22,-145,-55,190
2005-04-01,998000.0,1038000.0,335.0,11.58,-153,66,85
2005-04-04,1042000.0,1059000.0,296.0,11.82,-133,-40,176
2005-04-06,1100000.0,1085000.0,1375.0,12.11,-157,-48,209
2005-04-07,1076000.0,1051000.0,393.0,11.73,155,-252,92
2005-04-08,1065000.0,1068000.0,345.0,11.92,-6,21,-16
2005-04-11,1052000.0,1050000.0,534.0,11.71,65,-281,216
2005-04-12,1050000.0,1060000.0,379.0,11.83,-65,95,-30
2005-04-13,1090000.0,1061000.0,236.0,11.84,-14,52,-38
2005-04-14,1060000.0,1000000.0,1919.0,11.16,536,-1382,673
2005-04-15,1027000.0,1008000.0,874.0,11.25,227,-535,322
2005-04-18,1012000.0,1016000.0,588.0,11.34,-159,70,119
2005-04-19,988000.0,998000.0,920.0,11.13,322,-94,-122
2005-04-20,995000.0,991000.0,1510.0,11.06,146,-382,333
2005-04-21,1002000.0,992000.0,463.0,11.07,-80,-22,102
2005-04-22,996000.0,990000.0,290.0,11.05,94,-37,-57
2005-04-25,1000000.0,985000.0,856.0,10.99,93,159,-420
2005-04-26,990000.0,985000.0,1010.0,10.99,220,-593,393
2005-04-27,985000.0,982000.0,1204.0,10.96,-170,-470,750
2005-04-28,991000.0,986000.0,335.0,11.0,-4,17,-71
2005-04-29,986000.0,986000.0,1205.0,11.0,-21,273,-290
2005-05-02,986000.0,986000.0,386.0,11.0,108,42,-170
2005-05-03,986000.0,966000.0,464.0,10.78,233,-312,84
2005-05-04,961000.0,985000.0,197.0,10.99,-100,64,40
2005-05-06,985000.0,975000.0,171.0,10.88,-44,-3,47
2005-05-09,971000.0,952000.0,688.0,10.62,540,-240,-151
2005-05-10,950000.0,950000.0,660.0,10.6,73,103,-206
2005-05-11,942000.0,950000.0,444.0,10.6,118,-220,104
2005-05-12,940000.0,935000.0,725.0,10.43,147,106,-163
2005-05-13,934000.0,930000.0,354.0,10.38,28,-110,87
2005-05-16,930000.0,925000.0,833.0,10.32,474,105,-592
2005-05-17,930000.0,930000.0,1387.0,10.38,36,97,-133
2005-05-18,930000.0,928000.0,1342.0,10.35,255,237,-496
2005-05-19,930000.0,951000.0,1236.0,10.61,-175,721,-701
2005-05-20,960000.0,943000.0,264.0,10.52,61,34,-139
2005-05-23,960000.0,935000.0,319.0,10.43,174,67,-255
2005-05-24,935000.0,927000.0,430.0,10.34,81,97,-198
2005-05-25,927000.0,924000.0,600.0,10.31,34,118,-178
2005-05-26,927000.0,927000.0,410.0,10.34,47,207,-321
2005-05-27,927000.0,930000.0,2024.0,10.38,313,666,-1315
2005-05-30,930000.0,937000.0,247.0,10.45,16,47,-99
2005-05-31,936000.0,943000.0,613.0,10.52,-3,157,-194
2005-06-01,928000.0,942000.0,483.0,10.51,-119,144,-85
2005-06-02,942000.0,942000.0,762.0,10.51,-154,82,92
2005-06-03,940000.0,931000.0,593.0,10.39,41,59,-100
2005-06-07,924000.0,918000.0,3295.0,10.24,665,167,-836
2005-06-08,918000.0,920000.0,2433.0,10.26,335,853,-1228
2005-06-09,927000.0,936000.0,6187.0,10.44,-326,1594,-1048
2005-06-10,926000.0,933000.0,1615.0,10.41,-226,313,-106
2005-06-13,929000.0,935000.0,1361.0,10.43,81,251,-406
2005-06-14,929000.0,931000.0,1123.0,10.39,-127,315,-338
2005-06-15,934000.0,930000.0,516.0,10.38,-95,239,-292
2005-06-16,930000.0,930000.0,678.0,10.38,44,322,-466
2005-06-17,930000.0,930000.0,1063.0,10.38,-57,61,-29
2005-06-20,930000.0,923000.0,1085.0,10.3,-91,-153,241
2005-06-21,919000.0,929000.0,988.0,10.36,-97,250,-197
2005-06-22,929000.0,923000.0,2373.0,10.3,14,322,-410
2005-06-23,917000.0,915000.0,607.0,10.21,396,-51,-397
2005-06-24,911000.0,902000.0,2240.0,10.06,669,-428,-230
2005-06-27,899000.0,876000.0,2022.0,9.77,945,-618,-283
2005-06-28,871000.0,884000.0,1194.0,9.86,20,-37,-7
2005-06-29,884000.0,897000.0,1406.0,10.01,-287,-26,300
2005-06-30,890000.0,896000.0,3448.0,10.0,101,-141,-69
2005-07-01,890000.0,898000.0,589.0,10.02,-152,-157,294
2005-07-04,892000.0,888000.0,874.0,9.91,262,-295,106
2005-07-05,888000.0,898000.0,837.0,10.02,-54,-58,125
2005-07-06,892000.0,890000.0,1164.0,9.93,178,-91,-110
2005-07-07,899000.0,886000.0,308.0,9.89,183,-193,0
2005-07-08,887000.0,883000.0,445.0,9.85,26,-37,31
2005-07-11,882000.0,886000.0,740.0,9.89,-98,123,0
2005-07-12,883000.0,886000.0,785.0,9.89,92,-204,284
2005-07-13,883000.0,890000.0,1037.0,9.93,8,2,14
2005-07-14,890000.0,897000.0,2017.0,10.01,31,627,-433
2005-07-15,892000.0,890000.0,875.0,9.93,194,-72,-72
2005-07-18,898000.0,893000.0,1421.0,9.96,61,-115,54
2005-07-19,894000.0,901000.0,3908.0,10.05,385,349,-684
2005-07-20,901000.0,927000.0,1019.0,10.34,-490,30,461
2005-07-21,925000.0,927000.0,3788.0,10.34,-169,135,44
2005-07-22,930000.0,936000.0,792.0,10.44,-384,367,-14
2005-07-25,926000.0,920000.0,3886.0,10.26,-89,202,-112
2005-07-26,918000.0,910000.0,2426.0,10.15,-125,-211,373
2005-07-27,910000.0,913000.0,2669.0,10.19,159,-311,174
2005-07-28,910000.0,920000.0,1201.0,10.26,6,-430,492
2005-07-29,917000.0,940000.0,1095.0,10.49,-640,-192,958
2005-08-01,950000.0,965000.0,2205.0,10.77,-540,-263,831
2005-08-02,945000.0,940000.0,928.0,10.49,179,-192,20
2005-08-03,936000.0,934000.0,1036.0,10.42,-76,-99,260
2005-08-04,950000.0,955000.0,1710.0,10.65,-408,409,-37
2005-08-05,959000.0,946000.0,1237.0,10.55,-150,331,-213
2005-08-08,946000.0,935000.0,639.0,10.43,14,97,-200
2005-08-09,926000.0,917000.0,1426.0,10.23,174,4,-178
2005-08-10,920000.0,908000.0,3727.0,10.13,569,-34,-578
2005-08-11,902000.0,901000.0,2273.0,10.05,402,217,-699
2005-08-12,895000.0,893000.0,1904.0,9.96,760,-218,-534
2005-08-16,892000.0,892000.0,8084.0,9.95,644,6,-670
2005-08-17,885000.0,900000.0,4019.0,10.04,-161,106,44
2005-08-18,900000.0,902000.0,2182.0,10.06,-323,-662,1039
2005-08-19,901000.0,905000.0,1088.0,10.1,-97,-167,310
2005-08-22,898000.0,942000.0,1498.0,10.51,-866,399,391
2005-08-23,948000.0,943000.0,2411.0,10.52,-543,-47,582
2005-08-24,945000.0,915000.0,3344.0,10.21,83,-1104,1045
2005-08-25,915000.0,921000.0,1368.0,10.28,-120,-162,373
2005-08-26,921000.0,920000.0,697.0,10.26,-128,-177,325
2005-08-29,907000.0,917000.0,1071.0,10.23,-133,-370,545
2005-08-30,926000.0,916000.0,1274.0,10.22,63,-618,564
2005-08-31,908000.0,920000.0,1330.0,10.26,-87,-619,676
2005-09-01,920000.0,930000.0,1731.0,10.38,-391,-328,717
2005-09-02,943000.0,934000.0,1745.0,10.42,-287,97,491
2005-09-05,925000.0,929000.0,1111.0,10.36,-97,-121,198
2005-09-06,939000.0,960000.0,4934.0,10.71,-904,879,-4
2005-09-07,955000.0,997000.0,1132.0,11.12,-578,190,439
2005-09-08,1020000.0,1020000.0,4861.0,11.38,-303,1736,-964
2005-09-09,1040000.0,990000.0,1374.0,11.05,202,147,-345
2005-09-12,1009000.0,1000000.0,815.0,11.16,37,-41,-11
2005-09-13,1000000.0,971000.0,1266.0,10.83,33,-265,223
2005-09-14,962000.0,982000.0,2585.0,10.96,155,221,-376
2005-09-15,1000000.0,980000.0,4292.0,10.93,-49,-218,267
2005-09-16,997000.0,1000000.0,467.0,11.16,-201,46,146
2005-09-20,981000.0,1005000.0,2096.0,11.21,-95,47,78
2005-09-21,1020000.0,1000000.0,3281.0,11.16,-214,-211,423
2005-09-22,983000.0,1007000.0,1023.0,11.24,-118,-36,130
2005-09-23,1008000.0,982000.0,586.0,10.96,310,-396,96
2005-09-26,985000.0,1020000.0,1311.0,11.38,-474,732,-305
2005-09-27,1032000.0,1000000.0,836.0,11.16,335,-176,-155
2005-09-28,1001000.0,1032000.0,3780.0,11.51,998,202,-1222
2005-09-29,1040000.0,1050000.0,2041.0,11.71,-278,98,135
2005-09-30,1050000.0,992000.0,5408.0,11.07,1893,1049,-2942
2005-10-04,999000.0,993000.0,3839.0,11.08,399,483,-908
2005-10-05,996000.0,997000.0,3820.0,11.12,-299,-924,1261
2005-10-06,990000.0,994000.0,2205.0,11.09,-362,-1177,1570
2005-10-07,995000.0,990000.0,3541.0,11.05,101,68,-169
2005-10-10,995000.0,990000.0,1616.0,11.05,-24,-49,65
2005-10-11,995000.0,998000.0,775.0,11.13,-53,108,-51
2005-10-12,986000.0,971000.0,1910.0,10.83,683,-909,250
2005-10-13,970000.0,950000.0,12306.0,10.6,1052,-1308,360
2005-10-14,966000.0,950000.0,1540.0,10.6,164,-523,356
2005-10-17,951000.0,950000.0,1137.0,10.6,-351,143,208
2005-10-18,951000.0,961000.0,1185.0,10.72,-292,395,-107
2005-10-19,955000.0,950000.0,1794.0,10.6,-50,-300,354
2005-10-20,967000.0,956000.0,4037.0,10.67,-2709,318,2387
2005-10-21,969000.0,988000.0,2650.0,11.02,-876,1213,-359
2005-10-24,988000.0,967000.0,1819.0,10.79,410,-257,-120
2005-10-25,970000.0,970000.0,1812.0,10.82,72,144,-483
2005-10-26,970000.0,967000.0,11789.0,10.79,-89,361,-298
2005-10-27,960000.0,964000.0,4782.0,10.76,-453,-77,315
2005-10-28,953000.0,928000.0,1769.0,10.35,649,-739,120
2005-10-31,946000.0,924000.0,1464.0,10.31,315,154,-569
2005-11-01,920000.0,923000.0,1562.0,10.3,273,-338,65
2005-11-02,925000.0,947000.0,1394.0,10.57,-670,528,72
2005-11-03,949000.0,971000.0,2575.0,10.83,-336,-79,415
2005-11-04,961000.0,965000.0,3649.0,10.77,924,656,-1594
2005-11-07,962000.0,945000.0,1014.0,10.54,70,-17,-33
2005-11-08,945000.0,952000.0,889.0,10.62,45,156,-305
2005-11-09,961000.0,950000.0,1523.0,10.6,16,527,-813
2005-11-10,952000.0,950000.0,2160.0,10.6,-33,294,-705
2005-11-11,950000.0,950000.0,1811.0,10.6,103,998,-1319
2005-11-14,942000.0,937000.0,502.0,10.45,273,-66,-203
2005-11-15,937000.0,927000.0,710.0,10.34,297,-137,-182
2005-11-16,923000.0,926000.0,706.0,10.33,105,206,-309
2005-11-17,923000.0,925000.0,461.0,10.32,173,29,-198
2005-11-18,922000.0,895000.0,2948.0,9.99,1636,1,-1627
2005-11-21,899000.0,894000.0,647.0,9.97,203,-219,50
2005-11-22,904000.0,881000.0,1361.0,9.83,807,-406,-291
2005-11-23,881000.0,881000.0,2379.0,9.83,1159,404,-1449
2005-11-24,881000.0,880000.0,1984.0,9.82,600,96,-488
2005-11-25,880000.0,870000.0,2263.0,9.71,822,422,-1189
2005-11-28,870000.0,879000.0,1788.0,9.81,280,-127,-143
2005-11-29,880000.0,874000.0,3149.0,9.75,1046,-624,-423
2005-11-30,872000.0,886000.0,1980.0,9.89,-170,211,-39
2005-12-01,886000.0,914000.0,2441.0,10.2,-1602,-128,1706
2005-12-02,920000.0,934000.0,2186.0,10.42,-837,-244,1085
2005-12-05,931000.0,929000.0,412.0,10.36,12,-75,63
2005-12-06,929000.0,924000.0,681.0,10.31,-302,-145,451
2005-12-07,922000.0,906000.0,1198.0,10.11,321,-591,270
2005-12-08,902000.0,900000.0,2081.0,10.04,304,104,378
2005-12-09,901000.0,925000.0,1499.0,10.32,-937,139,796
2005-12-12,930000.0,948000.0,5457.0,10.58,-615,660,-60
2005-12-13,940000.0,943000.0,817.0,10.52,-362,-63,448
2005-12-14,930000.0,948000.0,2568.0,10.58,-95,-841,956
2005-12-15,933000.0,935000.0,1589.0,10.43,-120,204,-99
2005-12-16,946000.0,929000.0,680.0,10.36,-164,-193,372
2005-12-19,940000.0,949000.0,1353.0,10.59,-706,569,91
2005-12-20,950000.0,964000.0,1264.0,10.76,-220,-102,382
2005-12-21,946000.0,965000.0,1398.0,10.77,-230,17,262
2005-12-22,965000.0,946000.0,1718.0,10.55,213,-471,182
2005-12-23,950000.0,960000.0,1136.0,10.71,-130,-157,292
2005-12-26,960000.0,970000.0,575.0,10.82,-264,260,-12
2005-12-27,970000.0,985000.0,1471.0,10.99,-906,361,647
2005-12-28,995000.0,981000.0,537.0,10.94,-18,-274,330
2005-12-29,970000.0,981000.0,637.0,10.94,-115,-350,381
2006-01-02,996000.0,971000.0,1251.0,16.12,339,-953,642
2006-01-03,975000.0,995000.0,1710.0,16.52,-386,-479,964
2006-01-04,1004000.0,1035000.0,6646.0,17.18,827,-224,-545
2006-01-05,1035000.0,1060000.0,3854.0,17.6,-964,40,297
2006-01-06,1066000.0,1100000.0,2532.0,18.26,-687,-9,218
2006-01-09,1130000.0,1090000.0,1153.0,18.1,-206,-83,294
2006-01-10,1061000.0,1030000.0,1948.0,17.1,412,-394,-68
2006-01-11,1035000.0,1069000.0,3294.0,17.75,-408,148,330
2006-01-12,1069000.0,1102000.0,2041.0,18.29,-508,75,627
2006-01-13,1134000.0,1184000.0,3708.0,19.66,-245,16,269
2006-01-16,1200000.0,1179000.0,2030.0,19.57,458,27,-603
2006-01-17,1170000.0,1160000.0,2186.0,19.26,-142,74,61
2006-01-18,1159000.0,1135000.0,2222.0,18.84,45,150,-208
2006-01-19,1116000.0,1136000.0,1956.0,18.86,60,-12,-38
2006-01-20,1168000.0,1100000.0,2105.0,18.26,-321,-406,767
2006-01-23,1096000.0,1110000.0,5225.0,18.43,-1073,1062,-243
2006-01-24,1075000.0,1094000.0,1017.0,18.16,-61,242,-173
2006-01-25,1062000.0,1049000.0,4150.0,17.41,404,-806,380
2006-01-26,1035000.0,1020000.0,3191.0,16.93,1574,-219,-1351
2006-01-27,1034000.0,1046000.0,1090.0,17.36,-36,-50,87
2006-01-31,1046000.0,1050000.0,3225.0,17.43,-525,-395,973
2006-02-01,1050000.0,1060000.0,2076.0,17.6,-222,360,-4
2006-02-02,1070000.0,1090000.0,5744.0,18.1,-382,239,189
2006-02-03,1090000.0,1078000.0,3031.0,17.9,-493,-187,676
2006-02-06,1078000.0,1061000.0,2740.0,17.61,-8,50,-72
2006-02-07,1062000.0,1052000.0,2251.0,17.46,-52,-103,115
2006-02-08,1051000.0,1052000.0,2922.0,17.46,-85,-78,171
2006-02-09,1036000.0,988000.0,1773.0,16.4,441,-257,-264
2006-02-10,1002000.0,1002000.0,2249.0,16.63,-186,-173,364
2006-02-13,1001000.0,1000000.0,3720.0,16.6,-112,-827,1064
2006-02-14,1000000.0,988000.0,2057.0,16.4,-4,706,-779
2006-02-15,988000.0,946000.0,2893.0,15.7,1250,-527,-650
2006-02-16,956000.0,953000.0,1302.0,15.82,32,319,-419
2006-02-17,954000.0,978000.0,2991.0,16.24,-157,48,133
2006-02-20,995000.0,1017000.0,2943.0,16.88,-254,665,-430
2006-02-21,1037000.0,1050000.0,5056.0,17.43,-559,643,-42
2006-02-22,1050000.0,1050000.0,6162.0,17.43,-258,-447,777
2006-02-23,1036000.0,1065000.0,2036.0,17.68,-222,800,-615
2006-02-24,1085000.0,1065000.0,867.0,17.68,21,250,-285
2006-02-27,1023000.0,1079000.0,454.0,17.91,-108,172,-90
2006-02-28,1083000.0,1110000.0,1808.0,18.43,-737,91,636
2006-03-02,1109000.0,1110000.0,1003.0,18.43,-144,249,-110
2006-03-03,1110000.0,1050000.0,6798.0,17.43,309,-571,316
2006-03-06,1050000.0,1077000.0,940.0,17.88,-154,605,-515
2006-03-07,1077000.0,1050000.0,2127.0,17.43,110,-175,46
2006-03-08,1050000.0,1050000.0,1376.0,17.43,-41,398,-382
2006-03-09,1070000.0,1050000.0,2013.0,17.43,-23,400,-256
2006-03-10,1069000.0,1050000.0,735.0,17.43,111,-143,44
2006-03-13,1054000.0,1057000.0,526.0,17.55,79,-13,-106
2006-03-14,1067000.0,1022000.0,1911.0,16.97,176,-635,581
2006-03-15,1017000.0,1060000.0,861.0,17.6,-312,702,-456
2006-03-16,1060000.0,1086000.0,515.0,18.03,-129,205,-64
2006-03-17,1066000.0,1093000.0,893.0,18.15,-82,329,-271
2006-03-20,1093000.0,1099000.0,1164.0,18.24,-597,755,-176
2006-03-21,1099000.0,1046000.0,908.0,17.36,173,-55,-107
2006-03-22,1051000.0,1021000.0,1656.0,16.95,158,-891,761
2006-03-23,1030000.0,1015000.0,977.0,16.85,-50,-321,373
2006-03-24,1048000.0,1060000.0,734.0,17.6,-324,292,17
2006-03-27,1038000.0,1060000.0,1029.0,17.6,-32,375,-302
2006-03-28,1060000.0,1059000.0,903.0,17.58,-27,404,-416
2006-03-29,1059000.0,1090000.0,3155.0,18.1,-351,605,-299
2006-03-30,1076000.0,1076000.0,939.0,17.86,3,370,-362
2006-03-31,1089000.0,1080000.0,1598.0,17.93,-30,332,-386
2006-04-03,1080000.0,1096000.0,826.0,18.19,-84,302,-214
2006-04-04,1081000.0,1080000.0,1896.0,17.93,-48,-260,336
2006-04-05,1080000.0,1085000.0,1127.0,18.01,8,39,-25
2006-04-06,1085000.0,1090000.0,1095.0,18.1,-86,342,-310
2006-04-07,1097000.0,1160000.0,6710.0,19.26,-808,263,645
2006-04-10,1169000.0,1183000.0,864.0,19.64,-280,497,-307
2006-04-11,1187000.0,1167000.0,1504.0,19.37,-238,1340,-1105
2006-04-12,1167000.0,1150000.0,413.0,19.09,48,-103,59
2006-04-13,1136000.0,1170000.0,1105.0,19.42,71,154,-256
2006-04-14,1142000.0,1210000.0,747.0,20.09,-245,342,-196
2006-04-17,1173000.0,1162000.0,422.0,19.29,182,-135,-99
2006-04-18,1151000.0,1179000.0,911.0,19.57,-155,639,-588
2006-04-19,1165000.0,1175000.0,461.0,19.51,1,152,-228
2006-04-20,1171000.0,1157000.0,387.0,19.21,3,105,-109
2006-04-21,1137000.0,1152000.0,542.0,19.12,14,155,-141
2006-04-24,1156000.0,1126000.0,1673.0,18.69,573,-784,262
2006-04-25,1130000.0,1145000.0,1832.0,19.01,-93,447,-395
2006-04-26,1151000.0,1148000.0,980.0,19.06,-4,342,-389
2006-04-27,1139000.0,1148000.0,3684.0,19.06,16,161,-189
2006-04-28,1145000.0,1140000.0,1383.0,18.93,64,-413,366
2006-05-02,1164000.0,1170000.0,1182.0,19.42,-415,-81,669
2006-05-03,1162000.0,1183000.0,811.0,19.64,-102,-225,298
2006-05-04,1195000.0,1170000.0,377.0,19.42,70,-82,-11
2006-05-08,1171000.0,1180000.0,398.0,19.59,-140,-127,276
2006-05-09,1193000.0,1170000.0,410.0,19.42,25,-266,255
2006-05-10,1157000.0,1170000.0,123.0,19.42,-22,-48,78
2006-05-11,1170000.0,1240000.0,1553.0,20.59,-562,270,43
2006-05-12,1221000.0,1170000.0,1727.0,19.42,743,-1065,256
2006-05-15,1157000.0,1120000.0,1157.0,18.59,725,-609,-117
2006-05-16,1133000.0,1100000.0,830.0,18.26,180,-140,-66
2006-05-17,1092000.0,1200000.0,1841.0,19.92,-480,-310,768
2006-05-18,1139000.0,1110000.0,606.0,18.43,349,-106,-263
2006-05-19,1125000.0,1130000.0,699.0,18.76,-21,-179,215
2006-05-22,1125000.0,1100000.0,1169.0,18.26,288,-347,75
2006-05-23,1100000.0,1110000.0,1695.0,18.43,-399,925,-689
2006-05-24,1114000.0,1117000.0,1146.0,18.54,70,251,-339
2006-05-25,1111000.0,1101000.0,1539.0,18.28,97,-515,449
2006-05-26,1098000.0,1104000.0,1888.0,18.33,58,99,-118
2006-05-29,1105000.0,1070000.0,1414.0,17.76,643,-324,-263
2006-05-30,1098000.0,1190000.0,6505.0,19.76,-907,-1102,2025
2006-06-01,1152000.0,1155000.0,4591.0,19.17,-21,-356,403
2006-06-02,1155000.0,1100000.0,2315.0,18.26,412,26,-438
2006-06-05,1114000.0,1077000.0,771.0,17.88,317,-552,229
2006-06-07,1069000.0,1070000.0,577.0,17.76,-248,474,-236
2006-06-08,1069000.0,1000000.0,1978.0,16.6,528,-962,473
2006-06-09,1035000.0,1010000.0,1593.0,16.77,221,211,-462
2006-06-12,1009000.0,1011000.0,795.0,16.78,41,45,-95
2006-06-13,1017000.0,1000000.0,903.0,16.6,-232,-84,299
2006-06-14,1018000.0,1030000.0,1139.0,17.1,-423,558,-173
2006-06-15,1034000.0,1008000.0,1059.0,16.73,429,-526,47
2006-06-16,1030000.0,1052000.0,767.0,17.46,-386,284,85
2006-06-19,1049000.0,1034000.0,522.0,17.17,-55,-266,336
2006-06-20,1054000.0,1013000.0,432.0,16.82,-103,-164,279
2006-06-21,1030000.0,1030000.0,480.0,17.1,-12,-45,117
2006-06-22,1030000.0,1077000.0,1400.0,17.88,-582,769,-179
2006-06-23,1043000.0,1044000.0,332.0,17.33,125,-156,8
2006-06-26,1066000.0,1076000.0,578.0,17.86,-223,163,20
2006-06-27,1076000.0,1058000.0,460.0,17.56,124,-242,110
2006-06-28,1055000.0,1028000.0,516.0,17.07,233,-336,47
2006-06-29,1052000.0,1092000.0,1018.0,18.13,-467,688,-132
2006-06-30,1101000.0,1150000.0,802.0,19.09,-474,53,422
2006-07-03,1114000.0,1145000.0,1215.0,19.01,-4,-251,275
2006-07-04,1200000.0,1159000.0,596.0,19.24,-5,-217,245
2006-07-05,1162000.0,1173000.0,4078.0,19.47,-145,-119,266
2006-07-06,1173000.0,1155000.0,1864.0,19.17,106,-497,437
2006-07-07,1170000.0,1170000.0,494.0,19.42,-235,-212,455
2006-07-10,1189000.0,1222000.0,5721.0,20.29,-359,752,-571
2006-07-11,1218000.0,1201000.0,588.0,19.94,-34,-179,193
2006-07-12,1223000.0,1207000.0,1424.0,20.04,-166,84,169
2006-07-13,1207000.0,1156000.0,2013.0,19.19,232,-241,124
2006-07-14,1136000.0,1090000.0,1218.0,18.1,585,-826,280
2006-07-18,1074000.0,1103000.0,788.0,18.31,-143,-28,181
2006-07-19,1106000.0,1162000.0,774.0,19.29,-402,-13,423
2006-07-20,1178000.0,1260000.0,1150.0,20.92,-569,617,-35
2006-07-21,1200000.0,1186000.0,495.0,19.69,135,-123,-10
2006-07-24,1190000.0,1214000.0,852.0,20.15,149,-128,3
2006-07-25,1230000.0,1283000.0,1740.0,21.3,-378,524,-206
2006-07-26,1270000.0,1261000.0,767.0,20.93,52,-33,-28
2006-07-27,1261000.0,1255000.0,1500.0,20.83,37,706,-783
2006-07-28,1240000.0,1260000.0,668.0,20.92,14,128,-159
2006-07-31,1283000.0,1233000.0,887.0,20.47,111,-98,-19
2006-08-01,1235000.0,1267000.0,602.0,21.03,-182,220,-53
2006-08-02,1279000.0,1320000.0,1115.0,21.91,-138,395,-270
2006-08-03,1317000.0,1306000.0,874.0,21.68,37,-77,44
2006-08-04,1306000.0,1260000.0,847.0,20.92,344,189,-572
2006-08-07,1263000.0,1225000.0,2505.0,20.34,351,-499,168
2006-08-08,1254000.0,1310000.0,1165.0,21.75,-530,722,-320
2006-08-09,1290000.0,1290000.0,931.0,21.42,-66,145,-147
2006-08-10,1298000.0,1290000.0,3901.0,21.42,54,-475,444
2006-08-11,1299000.0,1290000.0,3227.0,21.42,31,1,-42
2006-08-14,1312000.0,1271000.0,1678.0,21.1,53,472,-624
2006-08-16,1280000.0,1290000.0,2917.0,21.42,-150,67,61
2006-08-17,1297000.0,1289000.0,2209.0,21.4,-225,-62,275
2006-08-18,1292000.0,1293000.0,593.0,21.47,-45,-78,94
2006-08-21,1323000.0,1275000.0,463.0,21.17,123,-197,78
2006-08-22,1298000.0,1276000.0,814.0,21.18,39,357,-459
2006-08-23,1276000.0,1297000.0,651.0,21.53,-118,-145,271
2006-08-24,1297000.0,1273000.0,362.0,21.13,120,-177,73
2006-08-25,1272000.0,1271000.0,724.0,21.1,105,163,-298
2006-08-28,1274000.0,1271000.0,211.0,21.1,67,-27,-37
2006-08-29,1268000.0,1270000.0,878.0,21.08,18,106,-139
2006-08-30,1261000.0,1270000.0,689.0,21.08,-35,-43,69
2006-08-31,1286000.0,1280000.0,1454.0,21.25,-329,527,-259
2006-09-01,1282000.0,1290000.0,727.0,21.42,-178,-51,215
